Ciqual AGB,Ciqual code,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,LCI Name,Ingredients,Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
18153,18153,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)",boissons,boissons sans alcool,"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",Lait demi-écremé,0.10,1.11,0.03,0.06,1.68,0.08,0.01,0.05,0.10,3.61,61.99,16.26,0.35,2.84,0.59
18153,18153,"Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard)",boissons,boissons sans alcool,"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",Autres étapes,0.03,0.34,0.05,0.15,0.86,0.02,0.00,0.00,0.08,0.27,1.74,4.23,0.14,8.33,1.24
18162,18162,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)",boissons,boissons sans alcool,"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water)",Mélange de chicorée et de café,0.18,0.98,0.10,0.15,3.66,0.11,0.01,0.06,0.35,6.37,54.03,98.64,1.69,12.10,2.83
18162,18162,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)",boissons,boissons sans alcool,"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water)",Lait demi-écremé,0.10,1.11,0.03,0.06,1.68,0.08,0.01,0.05,0.10,3.61,61.99,16.26,0.35,2.84,0.59
18162,18162,"Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau)",boissons,boissons sans alcool,"Mix of chicory and coffee, instant, without sugar, ready-to-drink (reconstituted with water)",Autres étapes,0.03,0.34,0.05,0.15,0.86,0.02,0.00,0.00,0.08,0.27,1.74,4.23,0.14,8.33,1.24
18150,18150,"Chicorée et café, poudre soluble",boissons,boissons sans alcool,"Mix of chicory and coffee, powder, instant",Chicorée,0.26,2.55,0.48,1.02,5.14,0.11,0.01,0.03,0.86,4.90,52.22,50.11,1.99,50.58,4.46
18150,18150,"Chicorée et café, poudre soluble",boissons,boissons sans alcool,"Mix of chicory and coffee, powder, instant",Café,1.97,9.70,0.81,0.82,40.43,1.24,0.16,0.65,3.55,74.37,619.74,1176.70,19.01,99.91,30.72
18150,18150,"Chicorée et café, poudre soluble",boissons,boissons sans alcool,"Mix of chicory and coffee, powder, instant",Autres étapes,0.07,0.66,0.11,0.14,2.42,0.07,0.01,0.01,0.11,0.77,7.10,10.59,0.18,11.27,1.74
15018,15018,Mélange apéritif de graines salées et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of salted grains/nuts and raisins,Amande,0.44,1.16,0.09,0.09,6.05,0.12,0.02,0.06,0.52,6.04,81.26,62.80,34.25,14.40,10.27
15018,15018,Mélange apéritif de graines salées et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of salted grains/nuts and raisins,Noix de cajou,0.14,0.74,0.06,0.03,3.34,0.11,0.02,0.07,0.32,9.38,120.79,12.95,2.39,5.39,2.32
15018,15018,Mélange apéritif de graines salées et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of salted grains/nuts and raisins,Haricot,0.01,0.02,0.00,0.00,0.10,0.01,0.00,0.00,0.01,0.33,11.68,0.72,0.86,0.18,0.06
15018,15018,Mélange apéritif de graines salées et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of salted grains/nuts and raisins,Raisin,0.27,0.76,0.33,3.38,2.54,0.04,0.00,0.01,0.33,2.30,38.24,39.26,8.07,75.59,2.52
15018,15018,Mélange apéritif de graines salées et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of salted grains/nuts and raisins,Huile de tournesol,0.01,0.06,0.01,0.00,0.22,0.00,0.00,0.00,0.01,0.71,6.98,2.60,0.01,0.41,0.24
15018,15018,Mélange apéritif de graines salées et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of salted grains/nuts and raisins,Autres étapes,0.04,0.43,0.05,0.20,1.08,0.02,0.00,0.00,0.07,0.27,2.43,3.13,0.30,10.88,0.62
15048,15048,Mélange apéritif de graines (non salées) et fruits séchés,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and dried fruit,Amande,0.44,1.16,0.09,0.09,6.05,0.12,0.02,0.06,0.52,6.04,81.26,62.80,34.25,14.40,10.27
15048,15048,Mélange apéritif de graines (non salées) et fruits séchés,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and dried fruit,Noix de cajou,0.14,0.74,0.06,0.03,3.34,0.11,0.02,0.07,0.32,9.38,120.79,12.95,2.39,5.39,2.32
15048,15048,Mélange apéritif de graines (non salées) et fruits séchés,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and dried fruit,Haricot,0.01,0.02,0.00,0.00,0.10,0.01,0.00,0.00,0.01,0.33,11.68,0.72,0.86,0.18,0.06
15048,15048,Mélange apéritif de graines (non salées) et fruits séchés,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and dried fruit,Raisin,0.27,0.76,0.33,3.38,2.54,0.04,0.00,0.01,0.33,2.30,38.24,39.26,8.07,75.59,2.52
15048,15048,Mélange apéritif de graines (non salées) et fruits séchés,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and dried fruit,Huile de tournesol,0.01,0.06,0.01,0.00,0.22,0.00,0.00,0.00,0.01,0.71,6.98,2.60,0.01,0.41,0.24
15048,15048,Mélange apéritif de graines (non salées) et fruits séchés,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and dried fruit,Autres étapes,0.04,0.43,0.05,0.20,1.08,0.02,0.00,0.00,0.07,0.27,2.43,3.13,0.30,10.88,0.62
15049,15049,Mélange apéritif de graines (non salées) et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and raisins,Amande,0.44,1.16,0.09,0.09,6.05,0.12,0.02,0.06,0.52,6.04,81.26,62.80,34.25,14.40,10.27
15049,15049,Mélange apéritif de graines (non salées) et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and raisins,Noix de cajou,0.14,0.74,0.06,0.03,3.34,0.11,0.02,0.07,0.32,9.38,120.79,12.95,2.39,5.39,2.32
15049,15049,Mélange apéritif de graines (non salées) et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and raisins,Haricot,0.01,0.02,0.00,0.00,0.10,0.01,0.00,0.00,0.01,0.33,11.68,0.72,0.86,0.18,0.06
15049,15049,Mélange apéritif de graines (non salées) et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and raisins,Raisin,0.27,0.76,0.33,3.38,2.54,0.04,0.00,0.01,0.33,2.30,38.24,39.26,8.07,75.59,2.52
15049,15049,Mélange apéritif de graines (non salées) et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and raisins,Huile de tournesol,0.01,0.06,0.01,0.00,0.22,0.00,0.00,0.00,0.01,0.71,6.98,2.60,0.01,0.41,0.24
15049,15049,Mélange apéritif de graines (non salées) et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Mix of unsalted grains/nuts and raisins,Autres étapes,0.04,0.43,0.05,0.20,1.08,0.02,0.00,0.00,0.07,0.27,2.43,3.13,0.30,10.88,0.62
20271,20271,"Macédoine de légumes, surgelée","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed diced vegetables, frozen",Carotte,0.02,0.05,0.01,0.02,0.24,0.00,0.00,0.00,0.02,0.48,3.40,11.32,0.81,0.89,0.78
20271,20271,"Macédoine de légumes, surgelée","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed diced vegetables, frozen",Haricot vert,0.02,0.03,0.00,0.00,0.14,0.01,0.00,0.00,0.01,0.41,14.57,1.13,1.08,0.24,0.08
20271,20271,"Macédoine de légumes, surgelée","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed diced vegetables, frozen",Petits pois,0.02,0.08,0.02,0.01,0.49,0.01,0.00,0.00,0.10,3.31,48.20,9.49,0.26,0.88,0.24
20271,20271,"Macédoine de légumes, surgelée","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed diced vegetables, frozen",Navet,0.01,0.02,0.00,0.01,0.09,0.00,0.00,0.00,0.01,0.18,1.27,4.21,0.30,0.33,0.29
20271,20271,"Macédoine de légumes, surgelée","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed diced vegetables, frozen",Autres étapes,0.06,0.47,0.10,0.62,1.24,0.02,0.00,0.00,0.07,0.39,1.64,5.26,0.19,18.98,1.24
2011,2011,"Jus multifruit - base orange, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, orange based, multivitamin",Pamplemousse/pomelos ,0.02,0.10,0.01,0.01,0.71,0.01,0.00,0.01,0.03,0.46,6.15,4.04,1.50,1.23,0.29
2011,2011,"Jus multifruit - base orange, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, orange based, multivitamin",Orange,0.05,0.17,0.02,0.01,0.92,0.02,0.00,0.01,0.04,0.60,10.59,6.66,4.09,1.92,0.57
2011,2011,"Jus multifruit - base orange, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, orange based, multivitamin",Ananas,0.02,0.11,0.01,0.01,0.74,0.01,0.00,0.00,0.03,0.64,5.80,9.84,0.19,1.27,0.36
2011,2011,"Jus multifruit - base orange, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, orange based, multivitamin",Pomme de table,0.01,0.04,0.01,0.01,0.28,0.00,0.00,0.00,0.01,0.15,0.69,4.10,0.69,0.62,0.44
2011,2011,"Jus multifruit - base orange, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, orange based, multivitamin",Autres étapes,0.04,0.39,0.07,0.28,1.19,0.02,0.00,0.00,0.05,0.32,1.47,3.44,0.11,11.76,0.93
2002,2002,"Jus multifruit, pur jus, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, pure juice, multivitamin",Pamplemousse/pomelos ,0.02,0.10,0.01,0.01,0.71,0.01,0.00,0.01,0.03,0.46,6.15,4.04,1.50,1.23,0.29
2002,2002,"Jus multifruit, pur jus, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, pure juice, multivitamin",Orange,0.05,0.17,0.02,0.01,0.92,0.02,0.00,0.01,0.04,0.60,10.59,6.66,4.09,1.92,0.57
2002,2002,"Jus multifruit, pur jus, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, pure juice, multivitamin",Ananas,0.02,0.11,0.01,0.01,0.74,0.01,0.00,0.00,0.03,0.64,5.80,9.84,0.19,1.27,0.36
2002,2002,"Jus multifruit, pur jus, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, pure juice, multivitamin",Pomme de table,0.01,0.04,0.01,0.01,0.28,0.00,0.00,0.00,0.01,0.15,0.69,4.10,0.69,0.62,0.44
2002,2002,"Jus multifruit, pur jus, multivitaminé",boissons,boissons sans alcool,"Mixed fruits juice, pure juice, multivitamin",Autres étapes,0.04,0.39,0.07,0.28,1.19,0.02,0.00,0.00,0.05,0.32,1.47,3.44,0.11,11.76,0.93
2035,2035,"Jus multifruit, pur jus, standard",boissons,boissons sans alcool,"Mixed fruits juice, pure juice",Pamplemousse/pomelos ,0.02,0.10,0.01,0.01,0.71,0.01,0.00,0.01,0.03,0.46,6.15,4.04,1.50,1.23,0.29
2035,2035,"Jus multifruit, pur jus, standard",boissons,boissons sans alcool,"Mixed fruits juice, pure juice",Orange,0.05,0.17,0.02,0.01,0.92,0.02,0.00,0.01,0.04,0.60,10.59,6.66,4.09,1.92,0.57
2035,2035,"Jus multifruit, pur jus, standard",boissons,boissons sans alcool,"Mixed fruits juice, pure juice",Ananas,0.02,0.11,0.01,0.01,0.74,0.01,0.00,0.00,0.03,0.64,5.80,9.84,0.19,1.27,0.36
2035,2035,"Jus multifruit, pur jus, standard",boissons,boissons sans alcool,"Mixed fruits juice, pure juice",Pomme de table,0.01,0.04,0.01,0.01,0.28,0.00,0.00,0.00,0.01,0.15,0.69,4.10,0.69,0.62,0.44
2035,2035,"Jus multifruit, pur jus, standard",boissons,boissons sans alcool,"Mixed fruits juice, pure juice",Autres étapes,0.04,0.39,0.07,0.28,1.19,0.02,0.00,0.00,0.05,0.32,1.47,3.44,0.11,11.76,0.93
2069,2069,"Jus multifruit, à base de concentré, standard",boissons,boissons sans alcool,"Mixed fruits juice, reconstituted from a concentrate, multivitamin",Pamplemousse/pomelos ,0.02,0.10,0.01,0.01,0.71,0.01,0.00,0.01,0.03,0.46,6.15,4.04,1.50,1.23,0.29
2069,2069,"Jus multifruit, à base de concentré, standard",boissons,boissons sans alcool,"Mixed fruits juice, reconstituted from a concentrate, multivitamin",Orange,0.05,0.17,0.02,0.01,0.92,0.02,0.00,0.01,0.04,0.60,10.59,6.66,4.09,1.92,0.57
2069,2069,"Jus multifruit, à base de concentré, standard",boissons,boissons sans alcool,"Mixed fruits juice, reconstituted from a concentrate, multivitamin",Ananas,0.02,0.11,0.01,0.01,0.74,0.01,0.00,0.00,0.03,0.64,5.80,9.84,0.19,1.27,0.36
2069,2069,"Jus multifruit, à base de concentré, standard",boissons,boissons sans alcool,"Mixed fruits juice, reconstituted from a concentrate, multivitamin",Pomme de table,0.01,0.04,0.01,0.01,0.28,0.00,0.00,0.00,0.01,0.15,0.69,4.10,0.69,0.62,0.44
2069,2069,"Jus multifruit, à base de concentré, standard",boissons,boissons sans alcool,"Mixed fruits juice, reconstituted from a concentrate, multivitamin",Autres étapes,0.04,0.39,0.07,0.28,1.19,0.02,0.00,0.00,0.05,0.32,1.47,3.44,0.11,11.76,0.93
2060,2060,"Nectar multifruit, multivitaminé",boissons,boissons sans alcool,"Mixed fruits nectar, multivitamin",Pamplemousse/pomelos ,0.02,0.10,0.01,0.01,0.71,0.01,0.00,0.01,0.03,0.46,6.15,4.04,1.50,1.23,0.29
2060,2060,"Nectar multifruit, multivitaminé",boissons,boissons sans alcool,"Mixed fruits nectar, multivitamin",Orange,0.05,0.17,0.02,0.01,0.92,0.02,0.00,0.01,0.04,0.60,10.59,6.66,4.09,1.92,0.57
2060,2060,"Nectar multifruit, multivitaminé",boissons,boissons sans alcool,"Mixed fruits nectar, multivitamin",Ananas,0.02,0.11,0.01,0.01,0.74,0.01,0.00,0.00,0.03,0.64,5.80,9.84,0.19,1.27,0.36
2060,2060,"Nectar multifruit, multivitaminé",boissons,boissons sans alcool,"Mixed fruits nectar, multivitamin",Pomme de table,0.01,0.04,0.01,0.01,0.28,0.00,0.00,0.00,0.01,0.15,0.69,4.10,0.69,0.62,0.44
2060,2060,"Nectar multifruit, multivitaminé",boissons,boissons sans alcool,"Mixed fruits nectar, multivitamin",Autres étapes,0.04,0.39,0.07,0.28,1.19,0.02,0.00,0.00,0.05,0.32,1.47,3.44,0.11,11.76,0.93
2061,2061,"Nectar multifruit, standard",boissons,boissons sans alcool,Mixed fruits nectar,Pamplemousse/pomelos ,0.02,0.10,0.01,0.01,0.71,0.01,0.00,0.01,0.03,0.46,6.15,4.04,1.50,1.23,0.29
2061,2061,"Nectar multifruit, standard",boissons,boissons sans alcool,Mixed fruits nectar,Orange,0.05,0.17,0.02,0.01,0.92,0.02,0.00,0.01,0.04,0.60,10.59,6.66,4.09,1.92,0.57
2061,2061,"Nectar multifruit, standard",boissons,boissons sans alcool,Mixed fruits nectar,Ananas,0.02,0.11,0.01,0.01,0.74,0.01,0.00,0.00,0.03,0.64,5.80,9.84,0.19,1.27,0.36
2061,2061,"Nectar multifruit, standard",boissons,boissons sans alcool,Mixed fruits nectar,Pomme de table,0.01,0.04,0.01,0.01,0.28,0.00,0.00,0.00,0.01,0.15,0.69,4.10,0.69,0.62,0.44
2061,2061,"Nectar multifruit, standard",boissons,boissons sans alcool,Mixed fruits nectar,Autres étapes,0.04,0.39,0.07,0.28,1.19,0.02,0.00,0.00,0.05,0.32,1.47,3.44,0.11,11.76,0.93
25506,25506,Brochette mixte de viande,"viandes, œufs, poissons",autres produits à base de viande,Mixed meat on skewer,Jus de citron,0.01,0.02,0.00,0.00,0.12,0.00,0.00,0.00,0.01,0.07,1.28,0.91,0.50,0.27,0.07
25506,25506,Brochette mixte de viande,"viandes, œufs, poissons",autres produits à base de viande,Mixed meat on skewer,Viande,0.86,5.45,0.46,2.79,12.51,0.81,0.12,0.50,1.00,26.20,356.96,137.97,4.90,81.63,6.61
25506,25506,Brochette mixte de viande,"viandes, œufs, poissons",autres produits à base de viande,Mixed meat on skewer,Huile d'olive,0.04,0.11,0.01,0.01,1.00,0.01,0.00,0.01,0.05,0.89,0.73,44.51,0.90,1.16,0.42
25506,25506,Brochette mixte de viande,"viandes, œufs, poissons",autres produits à base de viande,Mixed meat on skewer,Poivre,0.03,0.22,0.02,0.01,0.91,0.01,0.00,0.00,0.04,1.62,4.27,19.25,0.51,2.35,0.87
25506,25506,Brochette mixte de viande,"viandes, œufs, poissons",autres produits à base de viande,Mixed meat on skewer,Autres étapes,0.07,0.57,0.12,0.84,1.50,0.02,0.00,0.00,0.08,0.46,1.73,6.96,0.35,24.40,1.46
20497,20497,"Légumes pour couscous, cuits","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, cooked",Carotte,0.01,0.04,0.01,0.01,0.18,0.00,0.00,0.00,0.01,0.36,2.54,8.46,0.60,0.67,0.58
20497,20497,"Légumes pour couscous, cuits","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, cooked",Céleri-rave,0.01,0.02,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.14,1.02,3.39,0.24,0.27,0.23
20497,20497,"Légumes pour couscous, cuits","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, cooked",Pois chiches,0.01,0.03,0.01,0.00,0.22,0.00,0.00,0.00,0.02,0.70,9.59,1.99,0.05,0.33,0.06
20497,20497,"Légumes pour couscous, cuits","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, cooked",Poivre,0.01,0.09,0.01,0.00,0.37,0.00,0.00,0.00,0.02,0.65,1.72,7.75,0.21,0.95,0.35
20497,20497,"Légumes pour couscous, cuits","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, cooked",Navet,0.01,0.02,0.00,0.01,0.11,0.00,0.00,0.00,0.01,0.21,1.52,5.07,0.36,0.40,0.35
20497,20497,"Légumes pour couscous, cuits","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, cooked",Courgette,0.01,0.06,0.01,0.00,0.38,0.00,0.00,0.00,0.01,0.38,1.73,2.13,0.10,0.64,0.32
20497,20497,"Légumes pour couscous, cuits","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, cooked",Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.27,24.07,1.29
20496,20496,"Légumes pour couscous, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, frozen, raw",Carotte,0.01,0.04,0.01,0.01,0.17,0.00,0.00,0.00,0.01,0.34,2.43,8.08,0.58,0.64,0.56
20496,20496,"Légumes pour couscous, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, frozen, raw",Céleri-rave,0.01,0.02,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.14,0.97,3.24,0.23,0.26,0.22
20496,20496,"Légumes pour couscous, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, frozen, raw",Pois chiches,0.01,0.03,0.01,0.00,0.21,0.00,0.00,0.00,0.02,0.67,9.17,1.90,0.05,0.31,0.05
20496,20496,"Légumes pour couscous, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, frozen, raw",Poivre,0.01,0.08,0.01,0.00,0.35,0.00,0.00,0.00,0.02,0.62,1.64,7.41,0.20,0.91,0.34
20496,20496,"Légumes pour couscous, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, frozen, raw",Navet,0.01,0.02,0.00,0.01,0.10,0.00,0.00,0.00,0.01,0.20,1.46,4.85,0.35,0.38,0.33
20496,20496,"Légumes pour couscous, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, frozen, raw",Courgette,0.01,0.05,0.01,0.00,0.36,0.00,0.00,0.00,0.01,0.36,1.65,2.03,0.09,0.61,0.31
20496,20496,"Légumes pour couscous, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for couscous, frozen, raw",Autres étapes,0.05,0.46,0.09,0.54,1.22,0.02,0.00,0.00,0.07,0.37,1.61,4.85,0.17,17.31,1.17
20266,20266,"Légumes pour ratatouille, surgelés","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for ratatouille, frozen",Carotte,0.01,0.04,0.01,0.01,0.17,0.00,0.00,0.00,0.01,0.34,2.43,8.08,0.58,0.64,0.56
20266,20266,"Légumes pour ratatouille, surgelés","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for ratatouille, frozen",Céleri-rave,0.01,0.02,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.14,0.97,3.24,0.23,0.26,0.22
20266,20266,"Légumes pour ratatouille, surgelés","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for ratatouille, frozen",Pois chiches,0.01,0.03,0.01,0.00,0.21,0.00,0.00,0.00,0.02,0.67,9.17,1.90,0.05,0.31,0.05
20266,20266,"Légumes pour ratatouille, surgelés","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for ratatouille, frozen",Poivre,0.01,0.08,0.01,0.00,0.35,0.00,0.00,0.00,0.02,0.62,1.64,7.41,0.20,0.91,0.34
20266,20266,"Légumes pour ratatouille, surgelés","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for ratatouille, frozen",Navet,0.01,0.02,0.00,0.01,0.10,0.00,0.00,0.00,0.01,0.20,1.46,4.85,0.35,0.38,0.33
20266,20266,"Légumes pour ratatouille, surgelés","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for ratatouille, frozen",Courgette,0.01,0.05,0.01,0.00,0.36,0.00,0.00,0.00,0.01,0.36,1.65,2.03,0.09,0.61,0.31
20266,20266,"Légumes pour ratatouille, surgelés","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for ratatouille, frozen",Autres étapes,0.06,0.47,0.10,0.62,1.24,0.02,0.00,0.00,0.07,0.39,1.64,5.26,0.19,18.98,1.24
20263,20263,"Légumes pour potages, surgelés, crus","fruits, légumes, légumineuses et oléagineux",légumes,"Mixed vegetables for soups, frozen, raw",Carotte,0.01,0.04,0.01,0.01,0.16,0.00,0.00,0.00,0.01,0.33,2.33,7.75,0.55,0.61,0.53
